"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"Black 1.sav @ [12] (BOX 12)-23: 0353 - SHUPPET - A19FD5C2D9CF.pk5","SHUPPET","Shuppet","Lonely","M","0385","Ground","Insomnia","Screech","Night Shade","Curse","Spite","(None)","60","48","25","38","23","28","Poké Transfer","(None)","Repeat Ball","SEAN","Sapphire","English","True","D5C2D9CF","D5C2D9CF","7","0","19","4","6","1","14060","26","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","26","0","False","False","False","False","47942","55818","3113","40","15","10","10","0","0","0","0","(None)","(None)","(None)","(None)","41375","70","1","1","1","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-24: 0354 - BANETTE - 8297A0F48256.pk5","BANETTE","Banette","Timid","F","1108","Dragon","Insomnia","Feint Attack","Screech","Night Shade","Spite","(None)","100","84","62","69","61","58","Poké Transfer","(None)","Great Ball","SEAN","Sapphire","English","True","A0F48256","A0F48256","12","6","23","9","25","1","41143","37","22","22","13","1","10","4","0","0","0","0","0","0","N/A","-1","1","0","0","0","37","0","False","False","False","False","47942","55818","3113","20","40","15","10","0","0","0","0","(None)","(None)","(None)","(None)","33431","70","1","1","1","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-25: 0355 - DUSKULL - 665CF1A8F08B.pk5","DUSKULL","Duskull","Impish","M","0036","Water","Levitate","Disable","Foresight","Astonish","Confuse Ray","(None)","47","32","63","18","52","22","Poké Transfer","(None)","Repeat Ball","SEAN","Sapphire","English","True","F1A8F08B","F1A8F08B","6","27","27","4","1","18","14060","26","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","26","0","False","False","False","False","47942","55818","3113","20","40","15","10","0","0","0","0","(None)","(None)","(None)","(None)","26204","70","1","1","1","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-26: 0356 - DUSCLOPS - 72BB631970D5.pk5","DUSCLOPS","Dusclops","Rash","M","0633","Grass","Pressure","Leer","Shadow Punch","Disable","Foresight","(None)","87","69","104","60","99","36","Poké Transfer","Day-Care Couple","Poké Ball","Ethan","SoulSilver","English","True","631970D5","631970D5","30","29","6","16","29","25","40562","37","0","20","16","0","0","37","0","0","0","0","0","0","N/A","-1","0","0","0","0","37","0","False","False","False","False","48623","50082","4041","30","20","20","40","0","0","0","0","(None)","(None)","(None)","(None)","29371","70","2020","3","7","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-27: 0357 - TROPIUS - F27D8410154E.pk5","TROPIUS","Tropius","Quiet","F","4651","Poison","Chlorophyll","Growth","Razor Leaf","Stomp","Sweet Scent","(None)","88","44","52","50","49","30","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","8410154E","8410154E","16","23","22","20","4","15","19531","25","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","25","0","False","False","False","False","47942","55818","3113","40","25","20","20","0","0","0","0","(None)","(None)","(None)","(None)","62077","70","1","1","1","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-28: 0358 - CHIMECHO - AEE376175CE2.pk5","CHIMECHO","Chimecho","Rash","M","1374","Grass","Levitate","Confusion","Take Down","Uproar","Yawn","(None)","78","35","49","70","45","49","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","76175CE2","76175CE2","13","10","19","22","1","29","18513","28","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","28","0","False","False","False","False","47942","55818","3113","25","20","10","10","0","0","0","0","(None)","(None)","(None)","(None)","44771","70","1","1","1","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-29: 0359 - ABSOL - 6D5B2823F66C.pk5","ABSOL","Absol","Lax","F","7113","Dragon","Pressure","Taunt","Quick Attack","Razor Wind","Bite","(None)","68","73","42","47","34","49","Poké Transfer","(None)","Great Ball","SEAN","Sapphire","English","True","2823F66C","2823F66C","4","14","19","19","15","29","11735","25","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","25","0","False","False","False","False","47942","55818","3113","20","30","10","25","0","0","0","0","(None)","(None)","(None)","(None)","27995","70","1","1","1","2020","5","27"
"Black 1.sav @ [12] (BOX 12)-30: 0360 - WYNAUT - 5C1231F1368F.pk5","WYNAUT","Wynaut","Brave","M","0239","Poison","Shadow Tag","Splash","Charm","Encore","(None)","(None)","25","7","10","7","10","6","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","31F1368F","31F1368F","12","8","7","6","22","7","125","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","47942","55818","3113","40","20","5","0","0","0","0","0","(None)","(None)","(None)","(None)","23570","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-01: 0361 - SNORUNT - C2C29068E9D9.pk5","SNORUNT","Snorunt","Jolly","M","3894","Electric","Inner Focus","Powder Snow","Leer","Ice Beam","Protect","(None)","21","11","10","9","11","11","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","9068E9D9","9068E9D9","25","31","19","4","25","3","125","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","47942","55818","3113","25","30","10","10","0","0","0","0","(None)","(None)","(None)","(None)","49858","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-02: 0362 - GLALIE - 8812F7A823D1.pk5","GLALIE","Glalie","Rash","M","6799","Fire","Inner Focus","Crunch","Ice Beam","Headbutt","Protect","(None)","128","91","81","86","68","79","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","F7A823D1","F7A823D1","16","31","14","18","5","16","79108","42","22","59","29","3","24","8","0","0","0","0","0","0","N/A","-1","0","0","0","0","42","0","False","False","False","False","47942","55818","3113","15","10","15","10","0","0","0","0","(None)","(None)","(None)","(None)","34834","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-03: 0363 - SPHEAL - 1EB06FE63269.pk5","SPHEAL","Spheal","Hasty","F","2993","Fighting","Thick Fat","Powder Snow","Growl","Water Gun","(None)","(None)","22","9","9","10","10","8","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","6FE63269","6FE63269","10","0","15","4","14","28","135","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","5","0","False","False","False","False","47942","55818","3113","25","40","25","0","0","0","0","0","(None)","(None)","(None)","(None)","7856","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-04: 0364 - SEALEO - E813E6B73883.pk5","SEALEO","Sealeo","Timid","M","7110","Bug","Thick Fat","Powder Snow","Growl","Water Gun","(None)","(None)","150","72","82","90","82","55","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","E6B73883","E6B73883","0","31","15","21","14","0","117360","50","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","50","0","False","False","False","False","47942","55818","3113","25","40","25","0","0","0","0","0","(None)","(None)","(None)","(None)","59411","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-05: 0365 - WALREIN - EB24F4886F6F.pk5","WALREIN","Walrein","Brave","F","4988","Flying","Thick Fat","Body Slam","Ice Beam","(None)","(None)","(None)","316","202","189","176","192","134","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","F4886F6F","F4886F6F","13","20","15","2","14","0","703946","87","78","104","71","21","90","146","255","50","0","255","0","170","N/A","-1","1","0","4","1","87","0","False","False","False","False","47942","55818","3113","15","14","0","0","0","2","0","0","(None)","(None)","(None)","(None)","60196","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-06: 0366 - CLAMPERL - 8DBEBC6BFD2F.pk5","CLAMPERL","Clamperl","Hardy","F","2088","Flying","Shell Armor","Clamp","Water Gun","Whirlpool","Iron Defense","(None)","18","11","13","12","11","9","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","BC6BFD2F","BC6BFD2F","0","2","8","4","22","29","237","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","5","0","False","False","False","False","47942","55818","3113","15","25","15","15","0","0","0","0","(None)","(None)","(None)","(None)","36286","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-07: 0367 - HUNTAIL - FCFD17572176.pk5","HUNTAIL","Huntail","Mild","F","1732","Poison","Swift Swim","Clamp","Water Gun","Whirlpool","Iron Defense","(None)","61","53","52","53","40","32","Poké Transfer","(None)","Ultra Ball","TERRA","Ruby","English","True","17572176","17572176","12","3","22","4","6","17","18737","23","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","23","1","False","False","False","False","30913","12005","2756","15","25","15","15","0","0","0","0","(None)","(None)","(None)","(None)","64765","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-08: 0368 - GOREBYSS - 677E4E85F5A6.pk5","GOREBYSS","Gorebyss","Sassy","M","5988","Electric","Swift Swim","Clamp","Water Gun","Whirlpool","Iron Defense","(None)","76","57","68","71","55","35","Poké Transfer","(None)","Net Ball","SEAN","Sapphire","English","True","4E85F5A6","4E85F5A6","19","14","8","3","7","14","35046","29","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","29","0","False","False","False","False","47942","55818","3113","15","25","15","15","0","0","0","0","(None)","(None)","(None)","(None)","26494","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-09: 0369 - RELICANTH - 26EAE366C583.pk5","RELICANTH","Relicanth","Quiet","M","1244","Poison","Rock Head","Water Gun","Rock Tomb","Yawn","Take Down","(None)","111","68","90","40","48","40","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","E366C583","E366C583","26","25","16","14","10","21","37238","31","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","31","0","False","False","False","False","47942","55818","3113","25","10","10","20","0","0","0","0","(None)","(None)","(None)","(None)","9962","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-10: 0370 - LUVDISC - 3D9CF7062E63.pk5","LUVDISC","Luvdisc","Bashful","F","6956","Bug","Swift Swim","Water Gun","Agility","Take Down","Attract","(None)","66","26","38","31","48","71","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","F7062E63","F7062E63","2","11","3","7","14","28","21600","30","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","30","0","False","False","False","False","47942","55818","3113","25","30","20","15","0","0","0","0","(None)","(None)","(None)","(None)","15772","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-11: 0371 - BAGON - DE5C94333111.pk5","BAGON","Bagon","Modest","F","5284","Flying","Rock Head","Rage","Bite","(None)","(None)","(None)","20","11","11","9","9","10","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","94333111","94333111","19","21","19","4","30","0","156","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","5","0","False","False","False","False","47942","55818","3113","20","25","0","0","0","0","0","0","(None)","(None)","(None)","(None)","56924","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-12: 0372 - SHELGON - 190B6D6C4CA2.pk5","SHELGON","Shelgon","Hardy","M","1081","Water","Rock Head","Rage","Bite","(None)","(None)","(None)","125","101","105","63","61","63","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","6D6C4CA2","6D6C4CA2","21","19","19","8","23","28","121670","46","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","46","0","False","False","False","False","47942","55818","3113","20","25","0","0","0","0","0","0","(None)","(None)","(None)","(None)","6411","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-13: 0373 - SALAMENCE - F7FEAD695F54.pk5","SALAMENCE","Salamence","Brave","F","7751","Water","Intimidate","Headbutt","Ember","Dragon Breath","(None)","(None)","170","183","97","121","105","99","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","AD695F54","AD695F54","19","31","11","12","31","8","161267","50","44","98","52","5","40","16","0","0","0","0","0","0","N/A","-1","1","0","0","0","50","0","False","False","False","False","47942","55818","3113","15","25","20","0","0","0","0","0","(None)","(None)","(None)","(None)","63486","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-14: 0374 - BELDUM - BAD93E3190E9.pk5","BELDUM","Beldum","Adamant","-","5595","Flying","Clear Body","Take Down","(None)","(None)","(None)","(None)","19","12","13","8","11","9","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","3E3190E9","3E3190E9","7","14","7","26","12","28","156","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","5","0","False","False","False","False","47942","55818","3113","20","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","47833","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-15: 0375 - METANG - DC66707EBF85.pk5","METANG","Metang","Relaxed","-","6655","Ice","Clear Body","Take Down","(None)","(None)","(None)","(None)","100","75","104","52","80","44","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","707EBF85","707EBF85","0","21","20","5","25","9","86151","41","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","41","0","False","False","False","False","47942","55818","3113","20","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","56422","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-16: 0376 - METAGROSS - 89A0258D5C5B.pk5","METAGROSS","Metagross","Hasty","-","3898","Bug","Clear Body","Take Down","Iron Defense","Pursuit","Psychic","(None)","136","146","126","93","96","83","Poké Transfer","(None)","Poké Ball","SEAN","Sapphire","English","True","258D5C5B","258D5C5B","7","21","27","5","12","14","119167","45","55","98","57","4","46","20","0","0","0","0","0","0","N/A","-1","2","0","0","0","45","0","False","False","False","False","47942","55818","3113","20","15","20","10","0","0","0","0","(None)","(None)","(None)","(None)","35232","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-17: 0377 - REGIROCK - 3DF5E3336DE2.pk5","REGIROCK","Regirock","Careful","-","4570","Fighting","Clear Body","Rock Throw","Curse","Superpower","Ancient Power","(None)","118","94","175","40","95","57","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","E3336DE2","E3336DE2","10","23","26","0","6","30","80000","40","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","40","0","False","False","False","False","47942","55818","3113","15","10","5","5","0","0","0","0","(None)","(None)","(None)","(None)","15861","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-18: 0378 - REGICE - 6FB7DF0AA7DB.pk5","REGICE","Regice","Quirky","-","3866","Fire","Clear Body","Icy Wind","Curse","Superpower","Ancient Power","(None)","123","46","96","87","170","53","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","DF0AA7DB","DF0AA7DB","23","4","29","6","13","20","80000","40","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","40","0","False","False","False","False","47942","55818","3113","15","10","5","5","0","0","0","0","(None)","(None)","(None)","(None)","28599","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-19: 0379 - REGISTEEL - C813E12D2339.pk5","REGISTEEL","Registeel","Serious","-","6210","Poison","Clear Body","Metal Claw","Curse","Superpower","Ancient Power","(None)","114","77","135","73","131","47","Poké Transfer","(None)","Ultra Ball","SEAN","Sapphire","English","True","E12D2339","E12D2339","1","30","26","22","16","5","80000","40","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","40","0","False","False","False","False","47942","55818","3113","35","10","5","5","0","0","0","0","(None)","(None)","(None)","(None)","51219","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-20: 0380 - LATIAS - 9F606747D9CA.pk5","LATIAS","Latias","Impish","F","6097","Fire","Levitate","Water Sport","Refresh","Mist Ball","Psychic","(None)","115","79","88","89","111","101","Poké Transfer","(None)","Master Ball","BRENDAN","Emerald","English","True","6747D9CA","6747D9CA","3","26","9","16","5","22","80000","40","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","40","0","False","False","False","False","48605","26263","7017","15","20","5","10","0","0","0","0","(None)","(None)","(None)","(None)","40800","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-21: 0381 - LATIOS - E06E8657CEAD.pk5","LATIOS","Latios","Timid","M","2335","Dark","Levitate","Thunderbolt","Psychic","Dragon Claw","(None)","(None)","156","99","100","182","130","178","Poké Transfer","(None)","Master Ball","BRENDAN","Emerald","English","False","8657CEAD","8657CEAD","31","31","31","31","31","31","164469","50","4","0","0","252","0","252","0","0","0","0","0","0","N/A","-1","0","0","4","1","50","0","True","False","False","False","48605","26263","7017","15","10","15","0","0","0","0","0","(None)","(None)","(None)","(None)","57454","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-22: 0382 - KYOGRE - EF10A6D3B23E.pk5","KYOGRE","Kyogre","Relaxed","-","0669","Flying","Drizzle","Hydro Pump","Rest","Sheer Cold","Double-Edge","(None)","224","165","151","216","213","136","Poké Transfer","(None)","Master Ball","BRENDAN","Emerald","English","True","A6D3B23E","A6D3B23E","7","29","11","2","18","30","428750","70","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","70","0","False","False","False","False","48605","26263","7017","5","10","5","15","0","0","0","0","(None)","(None)","(None)","(None)","61200","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-23: 0383 - GROUDON - 01EAD18B0F18.pk5","GROUDON","Groudon","Serious","-","7122","Ice","Drought","Fire Blast","Rest","Fissure","Solar Beam","(None)","220","218","203","165","137","132","Poké Transfer","(None)","Master Ball","BRENDAN","Emerald","English","True","D18B0F18","D18B0F18","1","5","3","29","9","2","428750","70","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","70","0","False","False","False","False","48605","26263","7017","5","10","5","10","0","0","0","0","(None)","(None)","(None)","(None)","490","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-24: 0384 - RAYQUAZA - 864A7D686C31.pk5","RAYQUAZA","Rayquaza","Mild","-","0555","Poison","Air Lock","Rest","Extreme Speed","Outrage","(None)","(None)","243","234","120","248","145","152","Poké Transfer","(None)","Master Ball","BRENDAN","Emerald","English","True","7D686C31","7D686C31","24","28","5","16","20","21","428750","70","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","4","1","70","0","False","False","False","False","48605","26263","7017","10","5","10","0","0","0","0","0","(None)","(None)","(None)","(None)","34378","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-27: 0387 - TURTWIG - 519BA130752E.pk5","TURTWIG","Turtwig","Brave","M","6787","Flying","Overgrow","Tackle","Energy Ball","(None)","(None)","(None)","12","6","6","6","6","4","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","A130752E","A130752E","15","15","25","26","28","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","62331","62322","1","35","10","0","0","0","0","0","0","(None)","(None)","(None)","(None)","20891","70","2020","3","11","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-28: 0388 - GROTLE - BBC46A68863D.pk5","GROTLE","Grotle","Bold","M","7562","Grass","Overgrow","Tackle","Energy Ball","Withdraw","(None)","(None)","62","38","45","31","32","20","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","6A68863D","6A68863D","24","22","19","30","15","11","5300","19","2","3","7","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","19","0","False","False","False","False","62331","62322","1","35","10","40","0","0","0","0","0","(None)","(None)","(None)","(None)","48068","70","2020","3","11","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-29: 0389 - TORTERRA - 8653F42E1E37.pk5","TORTERRA","Torterra","Calm","M","7491","Poison","Overgrow","Earthquake","Crunch","Energy Ball","(None)","(None)","333","237","258","205","229","160","Poké Transfer","(None)","Poké Ball","Lucas","Platinum","English","True","F42E1E37","F42E1E37","16","14","25","26","28","11","1059860","100","70","111","74","99","27","129","0","0","0","0","0","0","N/A","-1","0","0","0","0","100","0","False","False","False","False","62331","62322","1","16","24","16","0","3","3","3","0","(None)","(None)","(None)","(None)","34387","70","1","1","1","2020","5","27"
"Black 1.sav @ [13] (BOX 13)-30: 0390 - CHIMCHAR - 3A98059F6244.pk5","CHIMCHAR","Chimchar","Timid","M","3323","Psychic","Blaze","Scratch","Leer","(None)","(None)","(None)","12","5","5","6","5","6","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","059F6244","059F6244","31","11","2","9","11","24","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","62331","62322","1","35","30","0","0","0","0","0","0","(None)","(None)","(None)","(None)","15000","70","2020","3","18","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-01: 0391 - MONFERNO - 3E7F536A64EE.pk5","MONFERNO","Monferno","Relaxed","M","1776","Grass","Blaze","Scratch","Leer","Ember","Taunt","(None)","56","39","29","35","30","31","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","536A64EE","536A64EE","18","26","15","6","29","1","5300","19","2","3","7","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","19","0","False","False","False","False","62331","62322","1","35","30","25","20","0","0","0","0","(None)","(None)","(None)","(None)","15999","70","2020","3","18","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-02: 0392 - INFERNAPE - A5FAC42FD707.pk5","INFERNAPE","Infernape","Hardy","F","0613","Fire","Blaze","Flamethrower","Leer","Brick Break","(None)","(None)","261","206","154","217","158","238","Poké Transfer","(None)","Poké Ball","Paula","Pearl","English","True","C42FD707","C42FD707","23","1","14","14","29","24","669626","86","74","103","74","100","28","131","0","0","0","0","0","0","N/A","-1","1","0","0","0","86","1","False","False","False","False","3160","48569","5692","21","30","21","0","2","0","2","0","(None)","(None)","(None)","(None)","42490","70","1","1","1","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-03: 0393 - PIPLUP - B14A5E254BD3.pk5","PIPLUP","Piplup","Sassy","M","0702","Psychic","Torrent","Pound","(None)","(None)","(None)","(None)","12","6","6","6","6","4","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","5E254BD3","5E254BD3","29","20","5","9","15","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","62331","62322","1","35","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","45386","70","2020","3","18","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-04: 0394 - PRINPLUP - C62F3CAD3643.pk5","PRINPLUP","Prinplup","Naughty","M","0349","Psychic","Torrent","Pound","Growl","(None)","(None)","(None)","55","37","34","41","35","26","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","3CAD3643","3CAD3643","13","20","19","31","29","12","5345","19","0","6","3","0","1","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","19","0","False","False","False","False","62331","62322","1","35","40","0","0","0","0","0","0","(None)","(None)","(None)","(None)","50735","70","2020","3","18","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-05: 0395 - EMPOLEON - 350684F1C372.pk5","EMPOLEON","Empoleon","Sassy","M","2288","Flying","Torrent","Metal Claw","Drill Peck","(None)","(None)","(None)","180","131","142","150","146","93","Poké Transfer","(None)","Poké Ball","Darrell","Diamond","English","True","84F1C372","84F1C372","1","20","5","8","4","16","232357","61","41","63","181","33","21","111","0","0","0","0","0","0","N/A","-1","0","0","0","0","61","0","False","False","False","False","24090","12937","3474","35","20","0","0","0","0","0","0","(None)","(None)","(None)","(None)","13574","70","1","1","1","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-06: 0396 - STARLY - 2348BA0503B0.pk5","STARLY","Starly","Hardy","M","5942","Steel","Keen Eye","Growl","Double Team","(None)","(None)","(None)","12","6","5","5","5","6","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","BA0503B0","BA0503B0","23","11","1","1","28","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","62331","62322","1","40","15","0","0","0","0","0","0","(None)","(None)","(None)","(None)","9032","70","2020","3","11","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-07: 0397 - STARAVIA - 0C028FB181E9.pk5","STARAVIA","Staravia","Quiet","M","0459","Steel","Intimidate","Growl","Double Team","(None)","(None)","(None)","55","34","29","23","22","31","Poké Transfer","Day-Care Couple","Poké Ball","Lucas","Platinum","English","True","8FB181E9","8FB181E9","29","3","29","9","10","1","5345","19","0","6","3","0","1","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","19","0","False","False","False","False","62331","62322","1","40","15","0","0","0","0","0","0","(None)","(None)","(None)","(None)","3074","70","2020","3","11","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-08: 0398 - STARAPTOR - BBDCD740C58B.pk5","STARAPTOR","Staraptor","Modest","M","0601","Ghost","Intimidate","Double Team","Quick Attack","(None)","(None)","(None)","110","81","63","46","40","91","Poké Transfer","(None)","Poké Ball","Lucas","Platinum","English","True","D740C58B","D740C58B","15","3","26","1","2","31","38262","35","14","13","8","26","1","66","0","0","0","0","0","0","N/A","-1","0","0","0","0","35","0","False","False","False","False","62331","62322","1","15","30","0","0","0","0","0","0","(None)","(None)","(None)","(None)","48092","70","1","1","1","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-09: 0399 - BIDOOF - C732D3CCD150.pk5","BIDOOF","Bidoof","Naughty","F","0083","Ghost","Simple","Tackle","(None)","(None)","(None)","(None)","14","7","6","6","6","6","Poké Transfer","(None)","Repeat Ball","Lucas","Platinum","English","True","D3CCD150","D3CCD150","13","12","3","27","26","13","8","2","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","2","0","False","False","False","False","62331","62322","1","35","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","50994","70","1","1","1","2020","5","27"
"Black 1.sav @ [14] (BOX 14)-10: 0400 - Bibarel - F9EB439A3C72.pk5","Bibarel","Bibarel","Modest","F","4093","Dragon","Simple","Tackle","Growl","Rollout","Water Gun","(None)","52","27","23","26","24","27","Poké Transfer","(None)","Poké Ball","Lucas","Platinum","English","True","439A3C72","439A3C72","23","8","3","21","7","9","3375","15","0","3","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","9","0","False","False","False","False","62331","62322","1","35","40","20","25","0","0","0","0","(None)","(None)","(None)","(None)","63979","100","1","1","1","2020","5","27"
